source,ref,field,error_type,message,span,snippet
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 42: …[Cr_2O_7^{2-}]}$̲\${[H^+]^{14}}","Q = \dfrac{[Cr^{3+}]^{2}}{[Cr_2O_7^{2-}]}$\${[H^+]^{14}}","The given reduction half-cell is $$Cr_2O_7^{2-}(aq)+14H^+(aq)+6e^- \rightarrow 2Cr^{3+}(aq)+7H_2O(l)$$ Step 1: Write the Nernst equation For a general reduction reaction, $$E = E^{0}-\dfrac{0.059}{n}\"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 38: …[Cr_2O_7^{2-}]}$̲} = 10^{-6}","\dfrac{[Cr^{3+}]^{2}}{[Cr_2O_7^{2-}]}$} = 10^{-6}","The given reduction half-cell is $$Cr_2O_7^{2-}(aq)+14H^+(aq)+6e^- \rightarrow 2Cr^{3+}(aq)+7H_2O(l)$$ Step 1: Write the Nernst equation For a general reduction reaction, $$E = E^{0}-\dfrac{0.059}{n}\"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 8: -14\log$̲[H^+]\$ = 135.2…","-14\log$[H^+]\$ = 135.25 + 6 = 141.25","The given reduction half-cell is $$Cr_2O_7^{2-}(aq)+14H^+(aq)+6e^- \rightarrow 2Cr^{3+}(aq)+7H_2O(l)$$ Step 1: Write the Nernst equation For a general reduction reaction, $$E = E^{0}-\dfrac{0.059}{n}\"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 5: \log$̲[H^+]\$ = -\dfr…","\log$[H^+]\$ = -\dfrac{141.25}{14} \approx -10.09","The given reduction half-cell is $$Cr_2O_7^{2-}(aq)+14H^+(aq)+6e^- \rightarrow 2Cr^{3+}(aq)+7H_2O(l)$$ Step 1: Write the Nernst equation For a general reduction reaction, $$E = E^{0}-\dfrac{0.059}{n}\"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 11: pH = -\log$̲[H^+]\$ = 10.09…","pH = -\log$[H^+]\$ = 10.09 \approx 10","The given reduction half-cell is $$Cr_2O_7^{2-}(aq)+14H^+(aq)+6e^- \rightarrow 2Cr^{3+}(aq)+7H_2O(l)$$ Step 1: Write the Nernst equation For a general reduction reaction, $$E = E^{0}-\dfrac{0.059}{n}\"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q50","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 35: …[Cr_2O_7^{2-}]}$̲} = 10^{-6}","\frac{[Cr^{3+}]^2}{[Cr_2O_7^{2-}]}$} = 10^{-6}","Consider the following half cell reaction: $$Cr_2O_7^{2-}(aq) + 6e^- + 14H^+(aq) \to 2Cr^{3+}(aq) + 7H_2O(l)$$. The reaction was conducted with the ratio of $$\frac{[Cr^{3+}]^2}{[Cr_2O_7^{2-}]} = 10^{"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲t^2 + t - 2 = 0","$t^2 + t - 2 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲(t + 2)(t - 1) …","$(t + 2)(t - 1) = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 - 2(x - 3) …","$x^2 - 2(x - 3) - 5 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 - 2x + 6 - …","$x^2 - 2x + 6 - 5 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 - 2x + 1 = …","$x^2 - 2x + 1 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲(x - 1)^2 = 0 \…","$(x - 1)^2 = 0 \implies x = 1","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 - 2(3 - x) …","$x^2 - 2(3 - x) - 5 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 + 2x - 6 - …","$x^2 + 2x - 6 - 5 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x^2 + 2x - 11 =…","$x^2 + 2x - 11 = 0","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲x = \frac{-2 \p…","$x = \frac{-2 \pm \sqrt{4 + 44}}{2} = \frac{-2 \pm \sqrt{48}}{2} = \frac{-2 \pm 4\sqrt{3}}{2} = -1 \pm 2\sqrt{3}","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q56","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲10 + 26 = 36","$10 + 26 = 36","We need to find the sum of the squares of the roots of two equations. Equation 1: $$|x - 2|^2 + |x - 2| - 2 = 0$$ Let $$t = |x - 2|$$ where $$t \geq 0$$. The equation becomes: $$$t^2 + t - 2 = 0$$$ Fa"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q61","q[4]","Unexpected character: '\'","KaTeX parse error: Unexpected character: '\' at position 103: …}}\Bigr)\right]\̲","  \begin{aligned} I&=\pi^{2}\left[\dfrac{2}{\pi}-\Bigl(-\dfrac{1}{\pi}-\dfrac{1}{\pi^{2}}\Bigr)\right]\","Write the integrand in a simpler form: $$\left|\pi^{2}x\sin(\pi x)\right| = \pi^{2}\,|x\sin(\pi x)|$$ Hence $$I=\int_{-1}^{3/2}\left|\pi^{2}x\sin(\pi x)\right|dx=\pi^{2}\int_{-1}^{3/2}|x\sin(\pi x)|dx"
"Mock:JEE Main 2025 April 8 shift 2","115953f3-5c72-430a-ae9b-5b49892215ab#Q61","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ Therefore, ","  $ Therefore, ","Write the integrand in a simpler form: $$\left|\pi^{2}x\sin(\pi x)\right| = \pi^{2}\,|x\sin(\pi x)|$$ Hence $$I=\int_{-1}^{3/2}\left|\pi^{2}x\sin(\pi x)\right|dx=\pi^{2}\int_{-1}^{3/2}|x\sin(\pi x)|dx"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q20","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 16: [m_{m}] = [A]\,$̲[L^{2}]\$ = [M^…","[m_{m}] = [A]\,$[L^{2}]\$ = [M^{0} L^{2} T^{0} A^{1}]","For any physical quantity we can express its dimension in the form $$[M^{P} L^{Q} T^{R} A^{S}]$$, where $$M$$ stands for mass, $$L$$ for length, $$T$$ for time and $$A$$ for electric current. Electric"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q20","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 33: …} T^{1} A^{1}]}$̲}{[M^{0} L^{2} …","\frac{[M^{0} L^{1} T^{1} A^{1}]}$}{[M^{0} L^{2} T^{0} A^{1}]\${}","For any physical quantity we can express its dimension in the form $$[M^{P} L^{Q} T^{R} A^{S}]$$, where $$M$$ stands for mass, $$L$$ for length, $$T$$ for time and $$A$$ for electric current. Electric"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q32","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲K_f = \frac{M_1…","$K_f = \frac{M_1 R T_f^2}{1000 \times  \Delta H_{fus}}","We need to evaluate two statements about the molal depression constant $$K_f$$. Statement I: Molal depression constant $$K_f$$ is given by $$\frac{M_1 R T_f}{\Delta S_{fus}}$$ The standard expression "
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q32","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲\Delta S_{fus} …","$\Delta S_{fus} = \frac{\Delta H_{fus}}{T_f}","We need to evaluate two statements about the molal depression constant $$K_f$$. Statement I: Molal depression constant $$K_f$$ is given by $$\frac{M_1 R T_f}{\Delta S_{fus}}$$ The standard expression "
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q32","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲K_f = \frac{M_1…","$K_f = \frac{M_1 R T_f^2}{1000 \times  T_f \times  \Delta S_{fus}} = \frac{M_1 R T_f}{1000 \times  \Delta S_{fus}}","We need to evaluate two statements about the molal depression constant $$K_f$$. Statement I: Molal depression constant $$K_f$$ is given by $$\frac{M_1 R T_f}{\Delta S_{fus}}$$ The standard expression "
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q32","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 1: $̲K_f = \frac{M_1…","$K_f = \frac{M_1 R T_f}{\Delta S_{fus}}","We need to evaluate two statements about the molal depression constant $$K_f$$. Statement I: Molal depression constant $$K_f$$ is given by $$\frac{M_1 R T_f}{\Delta S_{fus}}$$ The standard expression "
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q35","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 29: …OH \xrightarrow$̲[\;140^{\circ}C…","2 \, CH_3CH_2OH \xrightarrow$[\;140^{\circ}C\;]\${H_2SO_4} CH_3CH_2OCH_2CH_3 + H_2O","The key information given for each step helps us identify the compounds one-by-one. Step 1 (Identifying B from its uses) The product $$B$$ is said to be “an edible cooking component and food preservat"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q50","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 16: n=\frac{[OH^-]}$̲}{2} =\frac{10^…","n=\frac{[OH^-]}$}{2} =\frac{10^{-4}}{2} =5\times10^{-5}\ \text{mol}","The required pH is $$10.0$$, so $$\text{pOH}=14-\text{pH}=14-10=4$$ Hence the hydroxide-ion concentration is $$[OH^-]=10^{-4}\ \text{mol L}^{-1}$$ Magnesium hydroxide dissociates as $$Mg(OH)_2 \righta"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q52","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 31: …))^{3/x}\right]$̲=\frac{3}{x}\,\…","\ln\left[(f(2+x))^{3/x}\right]$=\frac{3}{x}\,\ln\bigl(f(2+x)\bigr).","Let us first evaluate $$\alpha$$ from the given limit $$\lim_{x\to 0}\,(f(2+x))^{3/x}=e^{\alpha}$$ Take natural logarithm of the expression inside the limit: $$\ln\left[(f(2+x))^{3/x}\right]=\frac{3}{"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q52","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 31: …))^{3/x}\right]$̲=\frac{3}{x}\,\…","\ln\left[(f(2+x))^{3/x}\right]$=\frac{3}{x}\,\bigl(4x+o(x)\bigr)=12+o(1).","Let us first evaluate $$\alpha$$ from the given limit $$\lim_{x\to 0}\,(f(2+x))^{3/x}=e^{\alpha}$$ Take natural logarithm of the expression inside the limit: $$\ln\left[(f(2+x))^{3/x}\right]=\frac{3}{"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q52","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 45: …))^{3/x}\right]$̲=12.","\lim_{x\to  0}\ln\left[(f(2+x))^{3/x}\right]$=12.","Let us first evaluate $$\alpha$$ from the given limit $$\lim_{x\to 0}\,(f(2+x))^{3/x}=e^{\alpha}$$ Take natural logarithm of the expression inside the limit: $$\ln\left[(f(2+x))^{3/x}\right]=\frac{3}{"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q53","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 29: …}^{N}T_n =\bigl$̲[\tan^{-1}\!\le…","S_N=\sum_{n=1}^{N}T_n =\bigl$[\tan^{-1}\!\left(\tfrac32\right)-\tan^{-1}\!\left(\tfrac12\right)\bigr]\$ +\bigl$[\tan^{-1}\!\left(\tfrac52\right)-\tan^{-1}\!\left(\tfrac32\right)\bigr]\$ +\ldots +\bigl$[\tan^{-1}\!\left(\tfrac{2N+1}{2}\right)-\tan^{-1}\!\left(\tfrac{2N-1}{2}\right)\bigr]\$.","The series is $$S=\cot^{-1}\!\left(\frac{7}{4}\right)+\cot^{-1}\!\left(\frac{19}{4}\right)+ \cot^{-1}\!\left(\frac{39}{4}\right)+\cot^{-1}\!\left(\frac{67}{4}\right)+\ldots$$ Step 1: Write the general"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q56","q[2]","Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k","\vec{d_1}\times \vec{d_2}= \begin{vmatrix} \hat i & \hat j & \hat k","For the line $$\dfrac{x+1}{3}=\dfrac{y}{4}=\dfrac{z}{5}$$ put the common parameter $$t$$: $$x=-1+3t,\;y=0+4t,\;z=0+5t$$ Hence a point on the line is $$A(-1,\,0,\,0)$$ and its direction vector is $$\ve"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q57","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 29: …t{or} \; t = 8.$̲ \bullet  ","t = 0 \; \text{or} \; t = 8.$ \bullet  ","The axis of the parabola is the line $$y = x$$, so the axis makes an angle of $$45^{\circ}$$ with the positive $$x$$-axis and its unit direction vector is $$\left(\dfrac{1}{\sqrt{2}},\,\dfrac{1}{\sqrt"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q63","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 45: …,n-1}\,x\right]$̲ = n(n-1)(1+x)^…","\frac{d}{dx}\!\left[n(1+x)^{\,n-1}\,x\right]$ = n(n-1)(1+x)^{\,n-2}\,x + n(1+x)^{\,n-1} = \sum_{r=1}^{n} r^{2}\,\binom{n}{r}\,x^{\,r-1}","The required sum is $$S = \displaystyle\sum_{r=1}^{15} r^{2}\,\binom{15}{r}$$. Start from the binomial expansion: $$(1+x)^{n} = \displaystyle\sum_{r=0}^{n} \binom{n}{r}\,x^{r}$$. Differentiating once "
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q68","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigg' at position 90: …frac{1}{3}\Bigg$̲[\int_{1}^{2}-x…","\alpha=\frac{1}{3}\int_{1}^{2}\!\left(-x^{2}+5+\frac{2}{x^{2}}\right)dx =\frac{1}{3}\Bigg$[\int_{1}^{2}-x^{2}\,dx+\int_{1}^{2}5\,dx+\int_{1}^{2}\frac{2}{x^{2}}\,dx\Bigg]\$.","We are given two functional equations for $$x \gt 0$$: $$f(x)+2f\!\left(\dfrac{1}{x}\right)=x^{2}+5$$ $$-(1)$$ $$2g(x)-3g\!\left(\dfrac{1}{2}\right)=x$$ $$-(2)$$ and we need the value of $$9\alpha+\be"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q69","q[0]","Expected & or \\ or \cr or \end at end of input: …f{j}&\mathbf{k}","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …f{j}&\mathbf{k}","\overrightarrow{AB}\times \overrightarrow{AC} = \begin{vmatrix} \mathbf{i}&\mathbf{j}&\mathbf{k}","Write the two lines in parametric form. For $$L_1$$, put parameter $$t$$: $$\frac{x-7}{1}=\frac{y-5}{0}=\frac{z-3}{-1}\; \Longrightarrow \; x=7+t,\; y=5,\; z=3-t$$ For $$L_2$$, put parameter $$s$$: $$"
"Mock:JEE Main 2025 April 4 shift 2","edd44fe7-caba-44a1-bf65-5e496de68c6b#Q69","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 26: …\&4\ell\&5\ell \̲e̲n̲d̲{vmatrix} = (4k…","2pt] 3\ell\&4\ell\&5\ell \end{vmatrix} = (4k\ell)\,\mathbf{i} \;-\; (8k\ell)\,\mathbf{j} \;+\; (4k\ell)\,\mathbf{k}.","Write the two lines in parametric form. For $$L_1$$, put parameter $$t$$: $$\frac{x-7}{1}=\frac{y-5}{0}=\frac{z-3}{-1}\; \Longrightarrow \; x=7+t,\; y=5,\; z=3-t$$ For $$L_2$$, put parameter $$s$$: $$"
"Mock:JEE Main 2026 Jan 22 shift 1","3735c801-cb3c-44e8-ac61-826ebb5a1cdc#Q53","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 63: …ght) = \frac{x}$̲[101(1+x)^{100}…","\frac{d}{dx} \left( \frac{(1+x)^{101}-1}{x} \right) = \frac{x}$[101(1+x)^{100}]\$ - $[(1+x)^{101}-1]\${}{x^2}","To find the coefficient of $x^{48}$ in the expression $S = \sum_{k=1}^{100} k(1+x)^k$, we first note that $S = (1+x) \frac{d}{dx} \sum_{k=0}^{100} (1+x)^k$. The sum of the geometric series is $\sum_{k"
"Mock:JEE Main 2026 Jan 22 shift 1","3735c801-cb3c-44e8-ac61-826ebb5a1cdc#Q61","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 19: … \int_{-2}^{1} $̲[(3-x) - (1+x^2…","A = \int_{-2}^{1} $[(3-x) - (1+x^2)]\$\,dx = \int_{-2}^{1} (2 - x - x^2)\,dx = \left[2x - \frac{x^2}{2} - \frac{x^3}{3}\right]_{-2}^{1}","We need to find the area of the region $$\{(x,y): 1+x^2 \le y \le 3-x\}$$ and determine how the line $$x = -1$$ divides it. We find the intersection of $$y = 1+x^2$$ and $$y = 3-x$$ by solving $$1+x^2"
"Mock:10 Apr 2023 Shift 2","59f4863a-08f4-4d75-867c-fda1ca4b249d#Q24","q[1]","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 30: … {\text{k}}^{\^}̲}","- {\text{P}} { {\text{k}}^{\^}}","A force of $- {\text{P}} { {\text{k}}^{\^}}$ acts on the origin of the coordinate system. The torque about the point $(2,-3)$ is ${\text{P}}({a}^{\^} {i}^{\^}+ {\text{bj}})$, The ratio of $\;\frac{a}{"
"Mock:10 Apr 2023 Shift 2","59f4863a-08f4-4d75-867c-fda1ca4b249d#Q78","q[1]","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 19: … {\text{i}}^{\^}̲}+{ {\text{j}}^…","(-{ {\text{i}}^{\^}}+{ {\text{j}}^{\^}}-{ {\text{k}}^{\^}}) \cdot ({ {\text{c}}}^{\to  } \times   { {\text{d}}}^{\to  })","Let $\vec{a}=2 {i}^{\^}+7 {j}^{\^}-{k}^{\^}, \vec{b}=3 {i}^{\^}+5 {k}^{\^}$ and $\vec{C}={i}^{\^}+{j}^{\^}+2 {k}^{\^}$, Let $\vec{d}$-be a vector which is perpendicular to both $\vec{a}$, and $\vec{b}"
"Mock:26 Jul 2022 Shift 1","5c562282-4eeb-467e-808e-2135d678bec2#Q45","q[2]","Double superscript","KaTeX parse error: Double superscript at position 31: …{\text{C}}^{||}^̲{\text{O}}- {\t…","{\text{CH}}_3- {\text{C}}^{||}^{\text{O}}- {\text{O}}- {\text{Ph}}","C. ${\text{CH}}_3- {\text{C}}^{||}^{\text{O}}- {\text{O}}- {\text{Ph}}$"
"Mock:26 Jul 2022 Shift 1","5c562282-4eeb-467e-808e-2135d678bec2#Q45","q[3]","Double subscript","KaTeX parse error: Double subscript at position 29: …{\text{C}}_{||}_̲{\text{O}}- {\t…","{\text{Ph}}- {\text{C}}_{||}_{\text{O}}- {\text{CH}}_3","D. ${\text{Ph}}- {\text{C}}_{||}_{\text{O}}- {\text{CH}}_3$"
"Mock:26 Jul 2022 Shift 1","5c562282-4eeb-467e-808e-2135d678bec2#Q45","q[4]","Double superscript","KaTeX parse error: Double superscript at position 28: … {\text{C}}^{|}^̲{\text{Ph}}_{|}…","{\text{Ph}}- {\text{C}}^{|}^{\text{Ph}}_{|}_{\text{CH}_3}- {\text{OH}}","Which reactant will give the following alcohol on reaction with one mole of phenyl magnesium bromide $( {\text{PhMgBr}})$ followed by acidic hydrolysis? ${\text{Ph}}- {\text{C}}^{|}^{\text{Ph}}_{|}_{\"
"Mock:26 Jul 2022 Shift 1","5c562282-4eeb-467e-808e-2135d678bec2#Q52","q[0]","Extra }","KaTeX parse error: Extra } at position 22: …\simeq  2 {\bar}̲","=2.01 \simeq  2 {\bar}","$40 \% {\text{w}} / {\text{w}}$ hydrogen gas is given in mixture of ${\text{H}}_2$ and oxygen.Wt. of ${\text{H}}_2=40 {\text{g}}$Wt. of ${\text{O}}_2=60 {\text{g}}$ $χ_{ {\text{H}}_2}=\;{ {\text{n}}_{"
"Mock:11 Apr 2023 Shift 1","1b8465aa-89fb-476d-9e1f-f4c0886f79bc#Q25","q[1]","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 56: … {\text{i}}^{\^}̲}","{ {\text{F}}}^{\to  }=(2+3 {\text{x}}) { {\text{i}}^{\^}}","A force ${ {\text{F}}}^{\to }=(2+3 {\text{x}}) { {\text{i}}^{\^}}$ acts on a particle in the ${\text{x}}$ direction where ${\text{F}}$ is in newton and ${\text{x}}$ is in meter. The work done by this "
"Mock:11 Apr 2023 Shift 1","1b8465aa-89fb-476d-9e1f-f4c0886f79bc#Q73","q[4]","Expected group as argument to '…'","KaTeX parse error: Expected group as argument to '\^' at position 17: … {\text{i}}^{\^}̲}+{ {\text{j}}^…","{ {\text{i}}^{\^}}+{ {\text{j}}^{\^}}, { {\text{i}}^{\^}}+{ {\text{k}}^{\^}}","${ {\text{n}}}^{\to }_1$ and ${ {\text{n}}}^{\to }_2$ are normal vector to the plane ${ {\text{i}}^{\^}}+{ {\text{j}}^{\^}}, { {\text{i}}^{\^}}+{ {\text{k}}^{\^}}$ and ${ {\text{i}}^{\^}}-{ {\text{j}}"
